insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado, SEntregado) values (188, 56, 'Descripcion:-VQAANW', 'Comentario:-FGTFWX', 4027.86, '2019-07-02', '2019-08-31', '2019-11-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (199, 41, 'Descripcion:-BOPAUH', 'Comentario:-ZPMOCT', 13716.48, '2020-05-21', '2020-09-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (201, 19, 'Descripcion:-YZTFXO', 'Comentario:-FHUQRB', 3951.3, '2020-04-12', '2020-09-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (36, 45, 'Descripcion:-IKFSBA', 'Comentario:-NQRNXD', 3533.85, '2020-06-06', '2020-09-18');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (202, 8, 'Descripcion:-RXJJUD', 'Comentario:-RJCIXL', 8740.62, '2020-04-14', '2020-10-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (22, 34, 'Descripcion:-OGSDKG', 'Comentario:-BYLVRD', 2499.24, '2020-01-13', '2020-11-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (39, 33, 'Descripcion:-OSWOHZ', 'Comentario:-NFQOPN', 9267.75, '2020-04-08', '2020-10-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (20, 33, 'Descripcion:-OCCDAC', 'Comentario:-MFUYHJ', 2612.41, '2020-02-15', '2020-10-28');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (68, 40, 'Descripcion:-XUZUFJ', 'Comentario:-DYNNNJ', 4673.29, '2020-02-27', '2020-07-22');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (146, 31, 'Descripcion:-QETSZE', 'Comentario:-HEXMGK', 10307.67, '2020-03-17', '2020-08-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (95, 45, 'Descripcion:-OANLVA', 'Comentario:-IMDZCA', 9426.4, '2020-05-06', '2020-10-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (16, 4, 'Descripcion:-ANPZNG', 'Comentario:-KRPUID', 11105.95, '2020-04-29', '2020-10-08');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (117, 26, 'Descripcion:-SPCSUG', 'Comentario:-FJAZCN', 14960.0, '2020-01-12', '2020-09-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (78, 1, 'Descripcion:-TDXISQ', 'Comentario:-RGPFXO', 14929.74, '2020-04-16', '2020-09-05');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (175, 49, 'Descripcion:-SAFFBR', 'Comentario:-HIGFMT', 8951.25, '2020-01-03', '2020-09-30');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (142, 42, 'Descripcion:-IUQTPX', 'Comentario:-QBOXLA', 10176.2, '2020-06-26', '2020-09-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (19, 3, 'Descripcion:-MUSGPF', 'Comentario:-KVDWFA', 4216.57, '2020-05-16', '2020-10-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (76, 38, 'Descripcion:-WJHXVU', 'Comentario:-FEUNXU', 7259.08, '2020-03-24', '2020-09-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (71, 2, 'Descripcion:-DQAOLL', 'Comentario:-SWEDSQ', 735.96, '2020-04-10', '2020-07-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (202, 36, 'Descripcion:-FYCYYS', 'Comentario:-CGEPZC', 4391.84, '2020-02-17', '2020-12-10');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (115, 42, 'Descripcion:-CNHUQF', 'Comentario:-RBYJTM', 1326.87, '2020-01-17', '2020-11-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (142, 48, 'Descripcion:-XAGTIL', 'Comentario:-TMWEIH', 14101.03, '2020-05-02', '2020-09-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (23, 29, 'Descripcion:-CNVHZX', 'Comentario:-QRRWXM', 6714.87, '2020-01-23', '2020-09-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (214, 7, 'Descripcion:-OFEFCR', 'Comentario:-MYBPSG', 6090.49, '2020-04-26', '2020-12-09');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (208, 40, 'Descripcion:-RAKWBX', 'Comentario:-AMLBRE', 6153.08, '2020-02-24', '2020-07-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (139, 39, 'Descripcion:-PDUNYE', 'Comentario:-DHJNGF', 7816.73, '2020-05-06', '2020-08-20');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (160, 43, 'Descripcion:-YFLKPU', 'Comentario:-GQQCPI', 9122.9, '2020-02-13', '2020-07-09');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (57, 14, 'Descripcion:-QMRANU', 'Comentario:-CRXSAI', 1168.69, '2020-01-29', '2020-09-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (67, 50, 'Descripcion:-MZGTAZ', 'Comentario:-XFMFMT', 476.36, '2020-04-18', '2020-07-01');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (102, 27, 'Descripcion:-GKGEXW', 'Comentario:-ESSKZH', 13594.13, '2020-05-11', '2020-10-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (192, 30, 'Descripcion:-TIVTHQ', 'Comentario:-RQSSNW', 9329.33, '2020-06-14', '2020-11-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (189, 17, 'Descripcion:-BHRWGJ', 'Comentario:-BJGVBQ', 1633.8, '2020-04-20', '2020-10-01');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (9, 3, 'Descripcion:-FRPICC', 'Comentario:-KJRYTG', 1536.48, '2020-01-21', '2020-12-20');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (10, 21, 'Descripcion:-UVPEBH', 'Comentario:-MAWBCZ', 11843.36, '2020-06-03', '2020-11-27');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (27, 28, 'Descripcion:-WKEYFV', 'Comentario:-BYOGQD', 9383.06, '2020-04-19', '2020-12-22');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (93, 16, 'Descripcion:-GYRIZO', 'Comentario:-YNEHHB', 10984.82, '2020-05-24', '2020-08-27');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (58, 49, 'Descripcion:-HPETFU', 'Comentario:-ZLCKJC', 6165.86, '2020-06-15', '2020-11-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (210, 28, 'Descripcion:-LBDKUM', 'Comentario:-LWHMRE', 10152.07, '2020-06-06', '2020-12-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (23, 5, 'Descripcion:-WVWHGI', 'Comentario:-HUIONY', 7947.59, '2020-04-10', '2020-09-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (184, 37, 'Descripcion:-RRXWSJ', 'Comentario:-OHMROA', 3983.2, '2020-03-12', '2020-11-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (148, 1, 'Descripcion:-OUMTSQ', 'Comentario:-DHABEC', 7445.67, '2020-04-27', '2020-10-14');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (177, 11, 'Descripcion:-IRHBFY', 'Comentario:-NIQPZB', 2454.06, '2020-06-17', '2020-11-22');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (59, 9, 'Descripcion:-UJNHJR', 'Comentario:-XJHJPI', 11203.52, '2020-03-11', '2020-09-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (101, 2, 'Descripcion:-GGEGZD', 'Comentario:-KLCLLZ', 12920.51, '2020-05-09', '2020-07-04');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (124, 48, 'Descripcion:-WNMZTF', 'Comentario:-MQKJYB', 651.48, '2020-06-20', '2020-12-16');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (33, 26, 'Descripcion:-ZVCGEO', 'Comentario:-JVOXNP', 5488.77, '2020-05-05', '2020-10-15');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (23, 24, 'Descripcion:-DQYIWB', 'Comentario:-TDRDDI', 5371.22, '2020-06-11', '2020-11-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (155, 12, 'Descripcion:-KBEUUH', 'Comentario:-PGBYFQ', 8240.91, '2020-02-03', '2020-12-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (58, 41, 'Descripcion:-AJPKVG', 'Comentario:-OTCGVB', 12820.46, '2020-06-07', '2020-07-28');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (198, 36, 'Descripcion:-NHJMEM', 'Comentario:-WAGHHK', 6755.05, '2020-03-23', '2020-06-30');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (198, 28, 'Descripcion:-PUUUWU', 'Comentario:-QBGSWG', 1213.74, '2020-06-18', '2020-07-02');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (178, 41, 'Descripcion:-UBVHPY', 'Comentario:-GUJPHM', 11073.8, '2020-06-26', '2020-10-19');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (2, 32, 'Descripcion:-CTCLHZ', 'Comentario:-SEMZNB', 11265.5, '2020-06-21', '2020-09-23');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (20, 40, 'Descripcion:-YAHADZ', 'Comentario:-EUHWJX', 1339.83, '2020-03-26', '2020-08-03');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (31, 30, 'Descripcion:-YVLYQU', 'Comentario:-XWBMMF', 11918.67, '2020-04-24', '2020-09-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (103, 5, 'Descripcion:-MHVWWZ', 'Comentario:-LYZDBA', 6051.49, '2020-01-19', '2020-10-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (86, 47, 'Descripcion:-ZVBNDU', 'Comentario:-ZMPAZV', 9546.29, '2020-04-26', '2020-08-19');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (94, 42, 'Descripcion:-DVOQFD', 'Comentario:-DQZDTF', 833.28, '2020-04-15', '2020-08-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (118, 18, 'Descripcion:-CXYFAM', 'Comentario:-UCQGVI', 13149.21, '2020-04-01', '2020-09-29');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (87, 38, 'Descripcion:-STZRCI', 'Comentario:-MIMXWG', 4590.07, '2020-02-19', '2020-07-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (48, 31, 'Descripcion:-AUXTHX', 'Comentario:-CPJSJV', 7857.43, '2020-01-24', '2020-09-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (51, 39, 'Descripcion:-FJDXOA', 'Comentario:-HHFNIC', 496.83, '2020-04-24', '2020-07-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (150, 48, 'Descripcion:-SVJOWM', 'Comentario:-BCBOBK', 10148.27, '2020-05-18', '2020-12-06');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (91, 48, 'Descripcion:-IQNJJN', 'Comentario:-IYKKHB', 11440.34, '2020-01-12', '2020-07-24');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (212, 30, 'Descripcion:-NDXUBI', 'Comentario:-GJALUM', 11651.28, '2020-02-13', '2020-07-19');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (23, 17, 'Descripcion:-KZWSQR', 'Comentario:-BYCUJQ', 12609.27, '2020-01-06', '2020-11-11');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (6, 9, 'Descripcion:-BNNBKP', 'Comentario:-DAWIRK', 11347.48, '2020-02-05', '2020-07-12');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (55, 23, 'Descripcion:-OINQAL', 'Comentario:-BTRKTF', 6024.46, '2020-03-06', '2020-10-26');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (131, 43, 'Descripcion:-FUOBJL', 'Comentario:-OBLYRU', 3791.75, '2020-04-21', '2020-11-08');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (162, 6, 'Descripcion:-VQWPHB', 'Comentario:-LYRQFF', 14468.29, '2020-05-29', '2020-09-09');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (128, 31, 'Descripcion:-KVLNMT', 'Comentario:-YYLUIB', 13681.44, '2020-04-14', '2020-09-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (43, 26, 'Descripcion:-ZNFXOJ', 'Comentario:-NWBNKO', 6409.1, '2020-01-08', '2020-12-19');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (110, 2, 'Descripcion:-MQYEDB', 'Comentario:-WHPGMG', 6401.52, '2020-05-23', '2020-10-22');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (122, 23, 'Descripcion:-QLRRNR', 'Comentario:-DTQFXS', 14369.09, '2020-01-18', '2020-07-25');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (152, 7, 'Descripcion:-LBVMUX', 'Comentario:-VUSPET', 5957.66, '2020-03-16', '2020-12-02');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (37, 27, 'Descripcion:-LDMRFV', 'Comentario:-RUJTTM', 10427.72, '2020-04-22', '2020-10-17');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (67, 37, 'Descripcion:-SNIVLS', 'Comentario:-FUUCAN', 1396.48, '2020-06-08', '2020-07-28');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (49, 37, 'Descripcion:-LCWXFF', 'Comentario:-MZZCOL', 1562.56, '2020-01-01', '2020-12-24');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (163, 11, 'Descripcion:-AJFMZZ', 'Comentario:-XQFUJQ', 11896.88, '2020-02-24', '2020-09-16');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (199, 9, 'Descripcion:-BIORJZ', 'Comentario:-UUQZRZ', 6095.98, '2020-03-10', '2020-07-09');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (55, 47, 'Descripcion:-OAWQQR', 'Comentario:-HOULHE', 10253.41, '2020-01-25', '2020-08-21');
insert into Servicio (VehiculoId, EmpleadoId, SDescripcion, SComentario, SPrecio, SFecha, STerminado) values (93, 14, 'Descripcion:-NFNOVL', 'Comentario:-ETVLON', 839.73, '2020-01-24', '2020-12-30');
